measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,86,Italy,3,Both,41,50-74 years,543,Alzheimer's disease and other dementias,1,Number,2019,221906.3873691448,268031.2623817588,181259.12191358194
5,Prevalence,86,Italy,3,Both,41,50-74 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.011155624659558024,0.013479432510567229,0.009111983181396412
5,Prevalence,86,Italy,3,Both,41,50-74 years,543,Alzheimer's disease and other dementias,3,Rate,2019,1112.5852919458762,1343.844329327744,908.7896723612591
5,Prevalence,86,Italy,3,Both,42,<28 days,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,42,<28 days,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,42,<28 days,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,162,10-19 years,976,Diabetes mellitus type 2,1,Number,2019,2049.062036422651,5876.895093396759,280.3795606365351
5,Prevalence,86,Italy,3,Both,162,10-19 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0003896939789086252,0.0011099523650498315,5.338178524935403e-05
5,Prevalence,86,Italy,3,Both,162,10-19 years,976,Diabetes mellitus type 2,3,Rate,2019,35.59514866684916,102.0901030962176,4.870595407363623
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,976,Diabetes mellitus type 2,1,Number,2019,1151739.7177161907,1392462.89409088,931402.6919881445
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,976,Diabetes mellitus type 2,2,Percent,2019,0.03574056630970097,0.043231826162726666,0.02890531728902823
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,976,Diabetes mellitus type 2,3,Rate,2019,3471.8006469756638,4197.435846165368,2807.6173973155824
5,Prevalence,86,Italy,3,Both,172,0-9 years,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,172,0-9 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,172,0-9 years,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,188,5-19 years,976,Diabetes mellitus type 2,1,Number,2019,2049.062036422651,5876.895093396758,280.3795606365351
5,Prevalence,86,Italy,3,Both,188,5-19 years,976,Diabetes mellitus type 2,2,Percent,2019,0.00027448666326134163,0.0007853117546624308,3.750491905191164e-05
5,Prevalence,86,Italy,3,Both,188,5-19 years,976,Diabetes mellitus type 2,3,Rate,2019,24.170895418379644,69.3243123742992,3.3073791408622126
5,Prevalence,86,Italy,3,Both,197,15-39 years,976,Diabetes mellitus type 2,1,Number,2019,203141.28978636282,282503.8658303619,130905.20782853973
5,Prevalence,86,Italy,3,Both,197,15-39 years,976,Diabetes mellitus type 2,2,Percent,2019,0.013007642234905394,0.01808180560418467,0.008372545989559095
5,Prevalence,86,Italy,3,Both,197,15-39 years,976,Diabetes mellitus type 2,3,Rate,2019,1261.4841071167539,1754.3166006223184,812.9063244020236
5,Prevalence,86,Italy,3,Both,1,<5 years,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,1,<5 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,1,<5 years,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,31,85-89,429,Breast cancer,1,Number,2019,39975.58451059516,49130.54862688375,31912.60796241658
5,Prevalence,86,Italy,3,Both,31,85-89,429,Breast cancer,2,Percent,2019,0.02905432522044192,0.03570890754132796,0.023194662331068365
5,Prevalence,86,Italy,3,Both,31,85-89,429,Breast cancer,3,Rate,2019,2905.13513924541,3570.4514386408987,2319.1765651858627
5,Prevalence,86,Italy,3,Both,32,90-94,429,Breast cancer,1,Number,2019,17928.62933066994,23505.379870750236,13825.510757609534
5,Prevalence,86,Italy,3,Both,32,90-94,429,Breast cancer,2,Percent,2019,0.029325649274048644,0.03844784613972417,0.022613798659288552
5,Prevalence,86,Italy,3,Both,32,90-94,429,Breast cancer,3,Rate,2019,2932.366532486876,3844.4873835652616,2261.2696315160283
5,Prevalence,86,Italy,3,Both,37,20+ years,429,Breast cancer,1,Number,2019,625858.1699460214,746773.906133076,520176.43814739684
5,Prevalence,86,Italy,3,Both,37,20+ years,429,Breast cancer,2,Percent,2019,0.012772644092061174,0.015236936440689835,0.010614133377361092
5,Prevalence,86,Italy,3,Both,37,20+ years,429,Breast cancer,3,Rate,2019,1264.971215483442,1509.3635285035077,1051.3695479694888
5,Prevalence,86,Italy,3,Both,39,0-14 years,429,Breast cancer,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,39,0-14 years,429,Breast cancer,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,39,0-14 years,429,Breast cancer,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,41,50-74 years,429,Breast cancer,1,Number,2019,341410.3866095951,417392.0798348224,280552.84194688895
5,Prevalence,86,Italy,3,Both,41,50-74 years,429,Breast cancer,2,Percent,2019,0.017163255369437948,0.020986359457934284,0.014106726828061267
5,Prevalence,86,Italy,3,Both,41,50-74 years,429,Breast cancer,3,Rate,2019,1711.7496218236722,2092.7035697553483,1406.6245197551552
5,Prevalence,86,Italy,3,Both,42,<28 days,429,Breast cancer,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,42,<28 days,429,Breast cancer,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,42,<28 days,429,Breast cancer,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,157,25+ years,429,Breast cancer,1,Number,2019,625530.7172362069,746373.5357222832,519846.5393511307
5,Prevalence,86,Italy,3,Both,157,25+ years,429,Breast cancer,2,Percent,2019,0.013550885421577182,0.016167124250799372,0.011260829045664333
5,Prevalence,86,Italy,3,Both,157,25+ years,429,Breast cancer,3,Rate,2019,1344.681590946294,1604.4531879899155,1117.4959955142274
5,Prevalence,86,Italy,3,Both,158,<20 years,429,Breast cancer,1,Number,2019,134.60327335276236,177.59497156727673,101.44442223473109
5,Prevalence,86,Italy,3,Both,158,<20 years,429,Breast cancer,2,Percent,2019,1.463977172812896e-05,1.9455832787578097e-05,1.099752433240287e-05
5,Prevalence,86,Italy,3,Both,158,<20 years,429,Breast cancer,3,Rate,2019,1.242061045376027,1.638769923969688,0.9360854456950795
5,Prevalence,86,Italy,3,Both,159,10-24 years,429,Breast cancer,1,Number,2019,462.0559831674597,621.0719971007796,340.01482470586586
5,Prevalence,86,Italy,3,Both,159,10-24 years,429,Breast cancer,2,Percent,2019,5.7076013287123904e-05,7.705388429289143e-05,4.1815075294210054e-05
5,Prevalence,86,Italy,3,Both,159,10-24 years,429,Breast cancer,3,Rate,2019,5.302587077196935,7.127466077291165,3.9020341283780584
5,Prevalence,86,Italy,3,Both,157,25+ years,543,Alzheimer's disease and other dementias,1,Number,2019,1369005.6926268798,1604010.7935655618,1148212.6018042094
5,Prevalence,86,Italy,3,Both,157,25+ years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.029656895568303667,0.03467176225498131,0.024875303440431512
5,Prevalence,86,Italy,3,Both,157,25+ years,543,Alzheimer's disease and other dementias,3,Rate,2019,2942.903844769803,3448.086123278748,2468.2726292970283
5,Prevalence,86,Italy,3,Both,158,<20 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,158,<20 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,158,<20 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,159,10-24 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,159,10-24 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,159,10-24 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,160,85+ years,543,Alzheimer's disease and other dementias,1,Number,2019,619004.9875256362,746353.5415306329,498433.78822953283
5,Prevalence,86,Italy,3,Both,160,85+ years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.2865253547480671,0.34546442141401285,0.23072173819375882
5,Prevalence,86,Italy,3,Both,160,85+ years,543,Alzheimer's disease and other dementias,3,Rate,2019,28650.047272531785,34544.25194916312,23069.52590492948
5,Prevalence,86,Italy,3,Both,162,10-19 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,162,10-19 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,162,10-19 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,543,Alzheimer's disease and other dementias,1,Number,2019,13752.668469786184,18907.124276736206,9030.114748372675
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.00042677705704489445,0.0005873475171544124,0.00027952326359594406
5,Prevalence,86,Italy,3,Both,169,10 to 54 years,543,Alzheimer's disease and other dementias,3,Rate,2019,41.4560013487449,56.99357700938237,27.220350000459145
5,Prevalence,86,Italy,3,Both,172,0-9 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,172,0-9 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,172,0-9 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,188,5-19 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,188,5-19 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,188,5-19 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,197,15-39 years,543,Alzheimer's disease and other dementias,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,197,15-39 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,197,15-39 years,543,Alzheimer's disease and other dementias,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,206,25-49 years,543,Alzheimer's disease and other dementias,1,Number,2019,3868.7644640876706,5702.692744806495,2256.225437153509
5,Prevalence,86,Italy,3,Both,206,25-49 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.00020137046737372553,0.00029710508667190835,0.0001173692276395314
5,Prevalence,86,Italy,3,Both,206,25-49 years,543,Alzheimer's disease and other dementias,3,Rate,2019,19.824221585836582,29.2215888711763,11.5612913189534
5,Prevalence,86,Italy,3,Both,228,55+ years,543,Alzheimer's disease and other dementias,1,Number,2019,1355253.0241570936,1586447.5756982935,1132529.9635261248
5,Prevalence,86,Italy,3,Both,228,55+ years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.06151247591973837,0.07200397662960073,0.05139811823871881
5,Prevalence,86,Italy,3,Both,228,55+ years,543,Alzheimer's disease and other dementias,3,Rate,2019,6143.896858477574,7191.993009965269,5134.205318868434
5,Prevalence,86,Italy,3,Both,230,60-79 years,543,Alzheimer's disease and other dementias,1,Number,2019,400731.33406425803,487141.43463767826,323051.97614200396
5,Prevalence,86,Italy,3,Both,230,60-79 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.03014821439744422,0.03665140873052678,0.02430505750812201
5,Prevalence,86,Italy,3,Both,230,60-79 years,543,Alzheimer's disease and other dementias,3,Rate,2019,3012.2362174838127,3661.7677424180156,2428.332351242144
5,Prevalence,86,Italy,3,Both,232,65-74 years,543,Alzheimer's disease and other dementias,1,Number,2019,165385.81857986248,207815.4064964734,132065.38198413327
5,Prevalence,86,Italy,3,Both,232,65-74 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.024604718997052473,0.03092049721460202,0.019649429883675084
5,Prevalence,86,Italy,3,Both,232,65-74 years,543,Alzheimer's disease and other dementias,3,Rate,2019,2458.897197761894,3089.7251352852504,1963.5008640437295
5,Prevalence,86,Italy,3,Both,234,75+ years,543,Alzheimer's disease and other dementias,1,Number,2019,1143230.5407936473,1374589.4188191995,940173.4013958446
5,Prevalence,86,Italy,3,Both,234,75+ years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.1619945935586796,0.1947769291978074,0.13322306603929762
5,Prevalence,86,Italy,3,Both,234,75+ years,543,Alzheimer's disease and other dementias,3,Rate,2019,16196.69387324963,19474.465756107984,13319.88625811995
5,Prevalence,86,Italy,3,Both,235,95+ years,543,Alzheimer's disease and other dementias,1,Number,2019,81953.42762068899,100092.79754904733,65167.241403532345
5,Prevalence,86,Italy,3,Both,235,95+ years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.47336437178397817,0.578135036071932,0.37641002457187106
5,Prevalence,86,Italy,3,Both,235,95+ years,543,Alzheimer's disease and other dementias,3,Rate,2019,47334.79945734707,57811.7674472096,37639.405606093365
5,Prevalence,86,Italy,3,Both,243,75-84 years,543,Alzheimer's disease and other dementias,1,Number,2019,524225.5532680111,654422.4337714552,417153.9434063034
5,Prevalence,86,Italy,3,Both,243,75-84 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.10705406585929549,0.13364035585483003,0.08518789875006927
5,Prevalence,86,Italy,3,Both,243,75-84 years,543,Alzheimer's disease and other dementias,3,Rate,2019,10703.183887931295,13361.431172857026,8517.088375451009
5,Prevalence,86,Italy,3,Both,284,20-54 years,543,Alzheimer's disease and other dementias,1,Number,2019,13752.66846978618,18907.124276736206,9030.114748372675
5,Prevalence,86,Italy,3,Both,284,20-54 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0005099772981833382,0.0007013836726053634,0.0003344483680849551
5,Prevalence,86,Italy,3,Both,284,20-54 years,543,Alzheimer's disease and other dementias,3,Rate,2019,50.160083533731054,68.959921137288,32.935521647501204
5,Prevalence,86,Italy,3,Both,285,55-89 years,543,Alzheimer's disease and other dementias,1,Number,2019,1062627.062977703,1268384.622549947,877474.0735728408
5,Prevalence,86,Italy,3,Both,285,55-89 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.050011458533422946,0.05969820986297864,0.041291546667988926
5,Prevalence,86,Italy,3,Both,285,55-89 years,543,Alzheimer's disease and other dementias,3,Rate,2019,4994.96021371667,5962.139442951454,4124.634350815702
5,Prevalence,86,Italy,3,Both,286,60-89 years,543,Alzheimer's disease and other dementias,1,Number,2019,1045141.0466647466,1251467.6264748354,860954.1879328794
5,Prevalence,86,Italy,3,Both,286,60-89 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.062075679715488746,0.07432755696681417,0.05113067317126182
5,Prevalence,86,Italy,3,Both,286,60-89 years,543,Alzheimer's disease and other dementias,3,Rate,2019,6203.188780956397,7427.791650756034,5109.99101656736
5,Prevalence,86,Italy,3,Both,287,65-89 years,543,Alzheimer's disease and other dementias,1,Number,2019,1015990.3981941191,1226958.608953714,831798.3377689967
5,Prevalence,86,Italy,3,Both,287,65-89 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.07818659511821455,0.09440894013497278,0.06401170432215332
5,Prevalence,86,Italy,3,Both,287,65-89 years,543,Alzheimer's disease and other dementias,3,Rate,2019,7815.374084011685,9438.219624532068,6398.500599689471
5,Prevalence,86,Italy,3,Both,288,70-89 years,543,Alzheimer's disease and other dementias,1,Number,2019,962102.4562808955,1176413.9343004632,782299.414331964
5,Prevalence,86,Italy,3,Both,288,70-89 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.10122701244898377,0.12376571231098672,0.08230303823369486
5,Prevalence,86,Italy,3,Both,288,70-89 years,543,Alzheimer's disease and other dementias,3,Rate,2019,10120.020386722117,12374.288123497714,8228.73486069641
5,Prevalence,86,Italy,3,Both,289,75-94 years,543,Alzheimer's disease and other dementias,1,Number,2019,1061277.1131729581,1286446.1899961506,864282.312684838
5,Prevalence,86,Italy,3,Both,289,75-94 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.15416386917282612,0.1868615505277771,0.12554132367333182
5,Prevalence,86,Italy,3,Both,289,75-94 years,543,Alzheimer's disease and other dementias,3,Rate,2019,15413.702561263437,18683.997504089868,12552.603209218454
5,Prevalence,86,Italy,3,Both,420,<70 years,543,Alzheimer's disease and other dementias,1,Number,2019,114277.27516659361,140156.287635959,87969.22750908173
5,Prevalence,86,Italy,3,Both,420,<70 years,543,Alzheimer's disease and other dementias,2,Percent,2019,0.002385447337679403,0.0029238511890782443,0.00183886574548234
5,Prevalence,86,Italy,3,Both,420,<70 years,543,Alzheimer's disease and other dementias,3,Rate,2019,228.4553670320927,280.1909311107615,175.86210494448198
5,Prevalence,86,Italy,3,Both,206,25-49 years,976,Diabetes mellitus type 2,1,Number,2019,660545.6320934076,830598.4778518681,505664.2819468718
5,Prevalence,86,Italy,3,Both,206,25-49 years,976,Diabetes mellitus type 2,2,Percent,2019,0.03438097391847334,0.04328562143871795,0.02637351485455904
5,Prevalence,86,Italy,3,Both,206,25-49 years,976,Diabetes mellitus type 2,3,Rate,2019,3384.7506354368375,4256.130975830034,2591.1116756811093
5,Prevalence,86,Italy,3,Both,228,55+ years,976,Diabetes mellitus type 2,1,Number,2019,5221211.502094676,5803461.323495428,4628979.120294947
5,Prevalence,86,Italy,3,Both,228,55+ years,976,Diabetes mellitus type 2,2,Percent,2019,0.23698096193475332,0.26336050893175983,0.21012810009319532
5,Prevalence,86,Italy,3,Both,228,55+ years,976,Diabetes mellitus type 2,3,Rate,2019,23669.812480306322,26309.38072681742,20984.989347525563
5,Prevalence,86,Italy,3,Both,230,60-79 years,976,Diabetes mellitus type 2,1,Number,2019,3383773.762760336,3789353.930141498,2986294.9780953266
5,Prevalence,86,Italy,3,Both,230,60-79 years,976,Diabetes mellitus type 2,2,Percent,2019,0.25457107459696493,0.2851028581883477,0.22469430163140838
5,Prevalence,86,Italy,3,Both,230,60-79 years,976,Diabetes mellitus type 2,3,Rate,2019,25435.31042751885,28483.994584278054,22447.5231269695
5,Prevalence,86,Italy,3,Both,232,65-74 years,976,Diabetes mellitus type 2,1,Number,2019,1795415.9894715364,2012345.2984617085,1583640.4558653648
5,Prevalence,86,Italy,3,Both,232,65-74 years,976,Diabetes mellitus type 2,2,Percent,2019,0.2671067362100929,0.2994334391687613,0.2355744345947938
5,Prevalence,86,Italy,3,Both,232,65-74 years,976,Diabetes mellitus type 2,3,Rate,2019,26693.602772214974,29918.830150043523,23544.999883465534
5,Prevalence,86,Italy,3,Both,234,75+ years,976,Diabetes mellitus type 2,1,Number,2019,1999929.5577546866,2223036.987471591,1780657.6478446566
5,Prevalence,86,Italy,3,Both,234,75+ years,976,Diabetes mellitus type 2,2,Percent,2019,0.2833880147014124,0.31501117015147356,0.2523081266824397
5,Prevalence,86,Italy,3,Both,234,75+ years,976,Diabetes mellitus type 2,3,Rate,2019,28333.958601673647,31494.828269714213,25227.42857724826
5,Prevalence,86,Italy,3,Both,235,95+ years,976,Diabetes mellitus type 2,1,Number,2019,35942.62309390827,41259.986311308676,30557.366912847287
5,Prevalence,86,Italy,3,Both,235,95+ years,976,Diabetes mellitus type 2,2,Percent,2019,0.20760526289629486,0.23831904720361421,0.1765015097786125
5,Prevalence,86,Italy,3,Both,235,95+ years,976,Diabetes mellitus type 2,3,Rate,2019,20759.801090877863,23831.01273930905,17649.375709565214
5,Prevalence,86,Italy,3,Both,243,75-84 years,976,Diabetes mellitus type 2,1,Number,2019,1435140.206440936,1594335.935215394,1279268.6908008854
5,Prevalence,86,Italy,3,Both,243,75-84 years,976,Diabetes mellitus type 2,2,Percent,2019,0.29307543310437917,0.3255584862665786,0.26123970402750524
5,Prevalence,86,Italy,3,Both,243,75-84 years,976,Diabetes mellitus type 2,3,Rate,2019,29301.45132900056,32551.77201372143,26119.001552590886
5,Prevalence,86,Italy,3,Both,284,20-54 years,976,Diabetes mellitus type 2,1,Number,2019,1149690.6556797682,1391499.315309713,930275.8870276718
5,Prevalence,86,Italy,3,Both,284,20-54 years,976,Diabetes mellitus type 2,2,Percent,2019,0.042632114279755176,0.05155792727310733,0.0345169634035301
5,Prevalence,86,Italy,3,Both,284,20-54 years,976,Diabetes mellitus type 2,3,Rate,2019,4193.264707394185,5075.213006581693,3392.9936074034704
5,Prevalence,86,Italy,3,Both,285,55-89 years,976,Diabetes mellitus type 2,1,Number,2019,5033725.527915159,5595823.707987231,4464899.528247726
5,Prevalence,86,Italy,3,Both,285,55-89 years,976,Diabetes mellitus type 2,2,Percent,2019,0.23690678413666583,0.26344502861617597,0.21014376948996755
5,Prevalence,86,Italy,3,Both,285,55-89 years,976,Diabetes mellitus type 2,3,Rate,2019,23661.4138814134,26303.59959593388,20987.60353359049
5,Prevalence,86,Italy,3,Both,286,60-89 years,976,Diabetes mellitus type 2,1,Number,2019,4389601.13679655,4884941.709204988,3900218.399105865
5,Prevalence,86,Italy,3,Both,286,60-89 years,976,Diabetes mellitus type 2,2,Percent,2019,0.2607181444866094,0.2901200159939771,0.23161117077706744
5,Prevalence,86,Italy,3,Both,286,60-89 years,976,Diabetes mellitus type 2,3,Rate,2019,26053.444759006106,28993.42218245734,23148.828661758555
5,Prevalence,86,Italy,3,Both,287,65-89 years,976,Diabetes mellitus type 2,1,Number,2019,3607859.5730467048,4012658.5753357573,3216145.5635552253
5,Prevalence,86,Italy,3,Both,287,65-89 years,976,Diabetes mellitus type 2,2,Percent,2019,0.2776464791250953,0.3087646363221483,0.24752625584996243
5,Prevalence,86,Italy,3,Both,287,65-89 years,976,Diabetes mellitus type 2,3,Rate,2019,27752.990831469742,30866.854542531295,24739.78172677199
5,Prevalence,86,Italy,3,Both,288,70-89 years,976,Diabetes mellitus type 2,1,Number,2019,2731327.479760897,3033011.5993075655,2436753.084924547
5,Prevalence,86,Italy,3,Both,288,70-89 years,976,Diabetes mellitus type 2,2,Percent,2019,0.28737488513194753,0.319120736412143,0.2563643393675593
5,Prevalence,86,Italy,3,Both,288,70-89 years,976,Diabetes mellitus type 2,3,Rate,2019,28729.88172677996,31903.19182512902,25631.356344489675
5,Prevalence,86,Italy,3,Both,289,75-94 years,976,Diabetes mellitus type 2,1,Number,2019,1963986.9346607781,2181840.5240201107,1749350.3403653027
5,Prevalence,86,Italy,3,Both,289,75-94 years,976,Diabetes mellitus type 2,2,Percent,2019,0.2852938951606364,0.3169406308121851,0.2541057536523737
5,Prevalence,86,Italy,3,Both,289,75-94 years,976,Diabetes mellitus type 2,3,Rate,2019,28524.4165442916,31688.463320207633,25407.092537047265
5,Prevalence,86,Italy,3,Both,420,<70 years,976,Diabetes mellitus type 2,1,Number,2019,3454137.7658704524,3906082.344969844,2981797.02381569
5,Prevalence,86,Italy,3,Both,420,<70 years,976,Diabetes mellitus type 2,2,Percent,2019,0.07210236402062091,0.08150975162082018,0.062236025822084616
5,Prevalence,86,Italy,3,Both,420,<70 years,976,Diabetes mellitus type 2,3,Rate,2019,6905.277623490512,7808.774530866011,5961.006092400694
5,Prevalence,86,Italy,3,Both,2,0-6 days,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,2,0-6 days,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,2,0-6 days,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,3,7-27 days,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,4,28-364 days,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,5,1-4 years,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,6,5-9 years,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,6,5-9 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,6,5-9 years,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,7,10-14 years,976,Diabetes mellitus type 2,1,Number,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,7,10-14 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,7,10-14 years,976,Diabetes mellitus type 2,3,Rate,2019,0.0,0.0,0.0
5,Prevalence,86,Italy,3,Both,8,15-19 years,976,Diabetes mellitus type 2,1,Number,2019,2049.062036422651,5876.895093396758,280.3795606365351
5,Prevalence,86,Italy,3,Both,8,15-19 years,976,Diabetes mellitus type 2,2,Percent,2019,0.0007504539238877781,0.002144494086623406,0.00010278749037274673
5,Prevalence,86,Italy,3,Both,8,15-19 years,976,Diabetes mellitus type 2,3,Rate,2019,70.97987771903831,203.57670372205183,9.712398441407654
5,Prevalence,86,Italy,3,Both,243,75-84 years,426,"Tracheal, bronchus, and lung cancer",1,Number,2019,14595.14351201353,18399.230793276685,11377.204785688366
5,Prevalence,86,Italy,3,Both,243,75-84 years,426,"Tracheal, bronchus, and lung cancer",2,Percent,2019,0.0029805294734895674,0.0037575437962492826,0.0023233622761117466
5,Prevalence,86,Italy,3,Both,243,75-84 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,297.9910153291656,375.65957887643725,232.28992595410222
5,Prevalence,86,Italy,3,Both,284,20-54 years,426,"Tracheal, bronchus, and lung cancer",1,Number,2019,7089.07343630836,9003.06508997202,5517.116034359452
5,Prevalence,86,Italy,3,Both,284,20-54 years,426,"Tracheal, bronchus, and lung cancer",2,Percent,2019,0.0002628746123767743,0.00033369193471342943,0.00020462867583260057
5,Prevalence,86,Italy,3,Both,284,20-54 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,25.8559650822085,32.836863475967704,20.122567613458926
5,Prevalence,86,Italy,3,Both,285,55-89 years,426,"Tracheal, bronchus, and lung cancer",1,Number,2019,55036.027793334346,66598.22160766357,44644.326816975394
5,Prevalence,86,Italy,3,Both,285,55-89 years,426,"Tracheal, bronchus, and lung cancer",2,Percent,2019,0.002590211311325346,0.003134375791646256,0.0021010645885385483
